Sample	Exp.Grp	Reactor	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
35.3.2	3	2	0.073005039692815500	0.020845671906340500	0.015797860203006400	0.001477423936703440	0.001507762938729740	0.000678568101658732	0.038968738863236100	0.010743425196413000	0.002727732668097300	0.000787104813133113	0.014215104378986300	0.000705061314695785	0.030431514616989300	0.002774950410687530	0.004239127740872450	0.001266546507126250	0.010163779333755500	0.032321292595317900	0.018482220917502700	0.050102297987114000	0.004210284323453070	0.014280482791803500	0.016771058472230400	0.024036822147642400	0.001127670793625560	0.036819156473189300	0.000271982743517495	0.009327320228593700	0.004395095849880910	0.006313717245628830	0.053390447572922600	0.003456296026616280	0.016853742935499300	0.000270487158910565	0.063784760591089200	0.013018636693441900	0.030476168500253400	0.015941649980215600	0.024487420424216200	0.037143271023005500	0.002437161944465100	0.066082405857222100	0.052383919132458400	0.000341420600267838	0.000573663524229753	0.001272956155441660	0.064435339895104000	0.034278585535902100	0.001582328514132420	0.003621023988322480	0.000174983399010863	0.001397303332760740	0.020417934708758400	0.000704634004808091	0.033760258642128800	0.003417410826836090	0.005500973839234060
35.3.3	3	3	0.072617920600086100	0.021504754622801700	0.015895559676794400	0.001517561338905920	0.001522523509903200	0.000625233545656720	0.038721114771131700	0.010665862938796200	0.002731351514152540	0.000722103753386142	0.014309175183621900	0.000630195716653995	0.030934389743580900	0.002749474225620850	0.004339742156965120	0.001293616404333230	0.010043434098485700	0.032063607265308700	0.018565854913023900	0.049700457469016600	0.004236399552282730	0.014291268218718700	0.016865987726609400	0.024145276833047500	0.001009909671228120	0.036820603279175200	0.000295788540750643	0.009366852870335450	0.004625174862591010	0.006509289615600030	0.052996633490598200	0.003577293795905480	0.016739560239461400	0.000246382577342986	0.063948576374715500	0.013364420975053700	0.030680887529589600	0.015748852012527100	0.024325425214905200	0.037611961679958100	0.002371486243567520	0.066255338648753400	0.051725454729035300	0.000314989985044448	0.000525774379146110	0.001272041747823330	0.064454933563002700	0.034464219295164600	0.001593288383255650	0.003639644553219070	0.000157279245957125	0.001425437555608680	0.020451048398858400	0.000742815423635640	0.033496380204130800	0.002907184964708180	0.005642204170467400
35.4.1	4	1	0.072843531548374100	0.021915493289344800	0.016142762439514500	0.001458169882350170	0.001563679558394050	0.000638507936224197	0.038742542656755400	0.010411668672585800	0.002613980424467170	0.000730065919568056	0.014341032124426400	0.000729629929171180	0.030230266148157800	0.002794480448773640	0.004303443212359800	0.001173468153190460	0.010104077447590100	0.032510059933419900	0.018476183043592300	0.050840404189257300	0.004309547077916060	0.014210235005363800	0.016540821671861900	0.023760822644120400	0.001000597960829310	0.037289168668770900	0.000302359340233172	0.009389053196714290	0.004388679334948970	0.006298099278065300	0.053043681659867800	0.003652073559427780	0.016840347074515300	0.000273365978840950	0.063479547799480200	0.013161460105679700	0.030569684672125400	0.015690640397954600	0.025089285383400100	0.036634529087862300	0.002424760592223200	0.065617644705757700	0.052907434660844200	0.000291023589914409	0.000532126279386570	0.001286389665981220	0.065117127730144600	0.033868388014885600	0.001537738129779950	0.003710496272609100	0.000165240360415821	0.001364213951823500	0.020481956864418100	0.000755135367388398	0.033021694664153300	0.002914377807914400	0.005516804486864370
35.4.2	4	2	0.072866858387983600	0.022383177796225500	0.016162793306559200	0.001451547694307000	0.001437469947309630	0.000583126676406708	0.038675090438526200	0.010256078617178100	0.002572488298972630	0.000670232735952938	0.014456966307112200	0.000798252247710276	0.030125498715185600	0.002877579472181270	0.004378179316182240	0.001229383249504750	0.010025115580502500	0.032545771374749200	0.018598463501901200	0.051521254538423700	0.004366521181950040	0.013851623186225300	0.016382098209002600	0.023442968187371300	0.000927151618654950	0.037785332835333000	0.000304211314021304	0.009428351086692090	0.004324287940957930	0.006316949035476360	0.053385676156387900	0.003829807077675290	0.016807730090876300	0.000257138847498846	0.062792910622584000	0.013122659849517700	0.030353162279908700	0.015809969772437600	0.025384377484227400	0.036315528062888800	0.002323488148956640	0.065203944760680500	0.053449465947469800	0.000276055820026563	0.000415073571625597	0.001280415082370220	0.064923049715123600	0.034354541899114500	0.001513137837420500	0.003744460736503730	0.000142977117942045	0.001323308217752830	0.020128098699084200	0.000781094993557231	0.032971843186216500	0.002869880704292090	0.005495380519301690
35.4.3	4	3	0.072998744564311000	0.022959375382944000	0.016303061227483500	0.001484722523437020	0.001539787471866660	0.000392901947606604	0.038897067137035700	0.009983681367127260	0.002574512015104040	0.000470534497851677	0.014390456973625900	0.000665518577536977	0.030555630154017100	0.002905578733736380	0.004350807953996390	0.001218650498033120	0.009956825920966900	0.032417457303789900	0.018529129470557300	0.051120582984344200	0.004328466028199120	0.014384138045117600	0.016820084985074900	0.023743599546030100	0.000698918628223810	0.037509385301405000	0.000287962599164863	0.009380675046619020	0.004509458194758850	0.006564915368108050	0.051866667900362200	0.003881176160217340	0.016798871439368400	0.000229286834444750	0.064167590621897700	0.013234093056603400	0.030869094143233400	0.015935434993910100	0.025263527528299200	0.036792412591728800	0.002219297962529210	0.066055821865794500	0.053061171064452800	0.000243053071552161	0.000301954512290429	0.001208043725179870	0.064951814784983800	0.033532296833472100	0.001532565839285730	0.003496172873246130	0.000145561031709512	0.001309146581312990	0.020290305116233300	0.000764590349506706	0.031900884898234800	0.002303023765264440	0.005703510006813160
35.5.1	5	1	0.072415051905101700	0.021922720347250900	0.015877230043053200	0.001466591954294410	0.001593169008661270	0.000533325504702072	0.038624934956412800	0.010242742880093900	0.002495588949206220	0.000649691300901526	0.014193010649065900	0.000885613911477752	0.030164694830167600	0.002828093043282540	0.004161513172310300	0.001278109147287610	0.009966613440483470	0.032449251110580700	0.018150724127118200	0.051173933040525500	0.004327020648440420	0.014216198714487700	0.016595209132949300	0.023827758199108500	0.000906461896902883	0.036600978493813900	0.000313570719557580	0.009351385135896960	0.004318085797543940	0.006383525496447970	0.054093076469134100	0.003682009507532290	0.016910268994323000	0.000251026763282188	0.064234557705734500	0.013060411930663900	0.029980466714063900	0.015560468305318300	0.025448795433185000	0.036846048689831800	0.002487930505580670	0.065398002933183900	0.053249583997597000	0.000280171395968340	0.000449933563001548	0.001241093336430750	0.065172717049865400	0.034193887115391900	0.001500629481519110	0.003762423165600650	0.000162741927043113	0.001338100289021150	0.020362525193088500	0.000766482566191290	0.033389750534708300	0.002700665050735060	0.005563433824877770
35.5.2	5	2	0.072594205820114100	0.022256761879135300	0.016199831781446000	0.001439217936408430	0.001469533566372750	0.000675573856066257	0.038505275694100700	0.010223669603004700	0.002552044966266670	0.000751694853932878	0.014375583216293600	0.000806130218686333	0.029581195104092100	0.002945484309891240	0.004349075849042330	0.001197135460634930	0.009993978917581540	0.032575804011443800	0.018280767432427700	0.051393622786378200	0.004345977901454730	0.014157841757279800	0.016095607973320500	0.023341707380705200	0.001027854753169920	0.037655110363276400	0.000265538364651002	0.009404483748056310	0.004294861766259410	0.006207623119628800	0.053985498507342500	0.003653807897597780	0.017052209931975700	0.000276381181207584	0.062908693969468800	0.013111178036613800	0.030203218723287100	0.015919024960827600	0.025463580196237300	0.036223194731895900	0.002368380930716390	0.065443921505974300	0.053471681771742800	0.000323956804874222	0.000440129839409036	0.001293171835850380	0.064913508622583900	0.034155757281117300	0.001587698138642450	0.003952317275859620	0.000163969940171994	0.001355352069572820	0.020215435700880800	0.000753022545756133	0.033366444492192200	0.003016073258494300	0.005419195458585860
35.5.3	5	3	0.072591364072175700	0.023179161530309900	0.016284278422976300	0.001475576173071790	0.001528291413453290	0.000544724150608793	0.038666178262217300	0.010150837676708700	0.002544974660640010	0.000639115969924378	0.014388331999682800	0.000694309277161415	0.030057374006069900	0.002982691378850470	0.004390008073992370	0.001193977666760380	0.009957548461976540	0.032491736773430800	0.018398745287167400	0.051206097666472000	0.004347655658643140	0.014151338696771100	0.016326405559520500	0.023620482709401200	0.000862141986923016	0.037743436276736100	0.000314714490653633	0.009330146989914720	0.004553560486458040	0.006453111370632290	0.052699020307532600	0.003719578350166170	0.016749028597792600	0.000258845347001449	0.063752775434878200	0.013301587044125800	0.030728704845116300	0.015879001852692900	0.025172428397384600	0.036604651917212700	0.002312261655024260	0.065646018512511100	0.053104522156621000	0.000267856499203414	0.000378468392482536	0.001275528594188170	0.064869257192701700	0.033865036369010300	0.001514549406345290	0.003633296567832350	0.000170761334227240	0.001332524131865600	0.020278471636497300	0.000749052026788353	0.032604601454760400	0.002457115926670850	0.005606738900062720
35.6.1	6	1	0.072248212482194700	0.023235420193240700	0.016341280437523300	0.001453059350619570	0.001488010343690030	0.000503519790492473	0.038462553167788900	0.010142778189047000	0.002643197037238140	0.000581539426636851	0.014232946339402100	0.000739833601704346	0.030280187454577800	0.002923706942913300	0.004337080004627060	0.001134216097705840	0.009945925176463050	0.032461580402730100	0.018268094861956000	0.051325195088551200	0.004336178043515560	0.014411083658922500	0.016438015766731200	0.023621459548960800	0.000852578740641308	0.037946405921735500	0.000278705983452170	0.009348375940097160	0.004478462408854010	0.006393325848559380	0.052286009162572000	0.003672334665454730	0.016980319885018000	0.000246460873716199	0.064351091970494100	0.013456357822404300	0.030623383657501900	0.015831672409528200	0.025263254262160900	0.036603611316996300	0.002226941984282880	0.065997621979529500	0.053273656579659700	0.000292686380680354	0.000399568772392594	0.001246961236642800	0.064472405739990300	0.033547767071248800	0.001527696632595840	0.003780344508556340	0.000159872607012612	0.001384059325590150	0.020347340714231400	0.000777715968387165	0.032359207816575400	0.002477236192722930	0.005561492213482470
35.6.2	6	2	0.072329651401983500	0.023013990255278500	0.016316018365851100	0.001520100689735530	0.001537261660089050	0.000500829371633006	0.038449605681545700	0.010059715660785400	0.002479986018325210	0.000608311238584003	0.014337313323641900	0.000731599262439558	0.029950860916206100	0.002970202684608010	0.004333145014263930	0.001207138783025270	0.009826010340839450	0.032664552254477300	0.018221337679574900	0.051166562120228900	0.004390724585844820	0.014606695397743900	0.016360953011908400	0.023709912763562000	0.000845855196635366	0.037603524682668800	0.000313865115676230	0.009305084569713510	0.004448304157425710	0.006374397277366890	0.053189750204012300	0.003635641890289920	0.016846879435602800	0.000273672316690353	0.064554602820631300	0.013310364729328600	0.030318466965357900	0.015785157296099400	0.025284431793497500	0.036536834893852600	0.002307924710307010	0.065781612200908000	0.053048623803078800	0.000268027260653011	0.000369864071566666	0.001248686395460110	0.065048206520536500	0.033825627380237900	0.001449198785906510	0.003669738028755460	0.000167771065429812	0.001363619736380400	0.020199139512818100	0.000727083217609685	0.032762324625044100	0.002317860008932740	0.005525380849350620
35.6.3	6	3	0.072259708718258000	0.023060253334518100	0.016427118084257600	0.001507387951128140	0.001514568125947450	0.000561624299147623	0.038541159005868900	0.010004227327924900	0.002618295623952700	0.000673590150236183	0.014453018769874500	0.000769849368907509	0.029803110631236100	0.003130556221217600	0.004394940130804830	0.001145013503216270	0.009852321754403920	0.032777498050133800	0.018209820863613500	0.051211923757313700	0.004395837652657250	0.014289221031809100	0.016238862875713900	0.023566006898353000	0.000918613615945014	0.037882153585734400	0.000286982612309153	0.009289126792014570	0.004431962907216880	0.006368815064724790	0.053011230690939200	0.003631149034401110	0.017017687463145500	0.000261178859052271	0.063429439973289700	0.013176742695742800	0.030581710838204600	0.015856518566585800	0.025399419662370200	0.036301393223171500	0.002274769134941510	0.065886630424734300	0.053250195884144300	0.000301791722873973	0.000380100504497033	0.001271339703943440	0.064981928397501700	0.033785190709930800	0.001542166922909160	0.003944832921819560	0.000160207650655774	0.001305669914798250	0.020310470759186800	0.000729685266012014	0.032567029175742900	0.002532357906584130	0.005525593284382490
35.7.1	7	1	0.072319137914860100	0.021455258123855400	0.015702789458871900	0.001458154038168970	0.001649039657711090	0.000715617135655231	0.037892223042504700	0.010108780330623700	0.002411358510113270	0.000816770199002337	0.014245859046469200	0.001201396564874600	0.029516708609838800	0.002761927292156970	0.004055503664759170	0.001244427404322660	0.009819188899267050	0.032806018607269200	0.017967924689912800	0.051014997573142200	0.004289420123749350	0.014563593870450700	0.016382105696793700	0.023832151174884700	0.001117170324627920	0.036566220587095600	0.000293058371027805	0.009117643459924220	0.004072022612604160	0.006413226578783140	0.056451770790421500	0.003439815966684750	0.016548926676265300	0.000273684296394791	0.064672088688395500	0.013110334335346900	0.029340914374747600	0.015143388546047100	0.025330480925713700	0.036168542213049600	0.002635282025345370	0.064747341673022700	0.053413100137454000	0.000312228508033103	0.000569393856582903	0.001188548494328490	0.064707777773245800	0.035000591419120400	0.001456930412402670	0.004304919383455760	0.000147242967210908	0.001287866119026160	0.020472890571147700	0.000825947392249554	0.034072879150640600	0.002921406517030830	0.005646013223315780
35.7.2	7	2	0.071859255091769800	0.020722076710952900	0.015666155643232400	0.001416998113926650	0.001694015760688660	0.000793758267899797	0.038100795732691700	0.010354955534579200	0.002471819088530170	0.000903049607299066	0.014248160345552100	0.001274799710657160	0.029508661637802500	0.002754620401063320	0.004025630813456640	0.001322066220579840	0.010072353658796800	0.032415452279671700	0.017895260206125900	0.050328462356612500	0.004240823067492790	0.014687519507407200	0.016540885231928000	0.024112700910089700	0.001205994031655800	0.035920752610477500	0.000319896548168662	0.009038872416521260	0.004122357637560000	0.006365023899503020	0.056909476257154500	0.003260392000911030	0.016445554465079700	0.000267644119477771	0.064538729719526100	0.013010854744031900	0.029635902284767400	0.015041120866449000	0.025172108929960000	0.036145118955047200	0.002658093013710680	0.065072621901226600	0.053131944761604300	0.000345225015511193	0.000681475377239600	0.001210182203421100	0.064121109163500400	0.035195401148077600	0.001515719305537300	0.004329173548065550	0.000141998966518758	0.001354574410948600	0.020566914918886100	0.000817491241236500	0.035062376835341600	0.003401992093928330	0.005583630710148400
35.7.3	7	3	0.072225379556710200	0.020788242306389900	0.015963659190054600	0.001433077820264280	0.001703772497658400	0.000752479717701293	0.037832303954280900	0.010255110426398600	0.002416648019691210	0.000831292067081587	0.014388600328318800	0.001243967785947240	0.029294035410111300	0.002665560389467660	0.004040024000142570	0.001304958247276720	0.010021247650976100	0.032949304649334600	0.018131790881926000	0.049955940332318800	0.004285570013287210	0.014656918753972800	0.016267225349853600	0.023982518708031900	0.001088917359905110	0.036210512141656300	0.000300001782188805	0.008866785347239690	0.004125767083764850	0.006300631488899930	0.057835591102521400	0.003237444974920640	0.016513959488868200	0.000288714586423286	0.064254837157448500	0.013026017976344400	0.029284728424129300	0.015058307277072900	0.024871038837854500	0.036219225064703400	0.002894274619453180	0.064395630073049900	0.052912591559949900	0.000320793984914762	0.000576241046976517	0.001173274296678990	0.064529096212452700	0.035577439073895500	0.001403176652534570	0.004583393564714250	0.000144753335168328	0.001338027750659900	0.020688241712327000	0.000855252605461022	0.035036247740085600	0.003160810856302120	0.005538646764238200
